cluster,lat,lon,canal,codigo,transacciones,departamento,provincia,distrito,n_puntos,codigos_agrupados,transacciones_agrupadas,diagnostico
1500,-12.021625,-76.96498600000001,agente,NEW_AGENTE_01500,1513.0,LIMA,LIMA,SAN JUAN DE LURIGANCHO,2,BV00014355|BV00016263,726.0|787.0,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,513 ≤ 2,000)."", ""Retirar/absorber códigos: BV00014355, BV00016263."", ""Insertar 1 punto consolidado en el centroide (lat=-12.021625, lon=-76.964986).""]"
1501,-12.070192500000001,-75.208276,agente,NEW_AGENTE_01501,1489.0,JUNIN,HUANCAYO,HUANCAYO,2,BV00016350|BV00007081,726.5|762.5,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,489 ≤ 2,000)."", ""Retirar/absorber códigos: BV00016350, BV00007081."", ""Insertar 1 punto consolidado en el centroide (lat=-12.070193, lon=-75.208276).""]"
1502,-12.057915000000001,-75.22278449999999,agente,NEW_AGENTE_01502,1783.5,JUNIN,HUANCAYO,EL TAMBO,2,BV00012280|BV00016393,728.0|1055.5,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,784 ≤ 2,000)."", ""Retirar/absorber códigos: BV00012280, BV00016393."", ""Insertar 1 punto consolidado en el centroide (lat=-12.057915, lon=-75.222784).""]"
1503,-9.5276165,-77.528866,agente,NEW_AGENTE_01503,1551.0,ANCASH,HUARAZ,HUARAZ,2,BV00003354|BV00000373,728.0|823.0,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,551 ≤ 2,000)."", ""Retirar/absorber códigos: BV00003354, BV00000373."", ""Insertar 1 punto consolidado en el centroide (lat=-9.527617, lon=-77.528866).""]"
1504,-12.0178035,-77.0272645,agente,NEW_AGENTE_01504,1458.5,LIMA,LIMA,RIMAC,2,BV00008881|BV00009785,728.5|730.0,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,458 ≤ 2,000)."", ""Retirar/absorber códigos: BV00008881, BV00009785."", ""Insertar 1 punto consolidado en el centroide (lat=-12.017803, lon=-77.027265).""]"
1505,-12.068727500000001,-76.98305300000001,agente,NEW_AGENTE_01505,1503.5,LIMA,LIMA,ATE,2,BV00012423|BV00005932,729.0|774.5,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,504 ≤ 2,000)."", ""Retirar/absorber códigos: BV00012423, BV00005932."", ""Insertar 1 punto consolidado en el centroide (lat=-12.068728, lon=-76.983053).""]"
1506,-12.071745,-77.10869199999999,agente,NEW_AGENTE_01506,1480.5,CALLAO,CALLAO,LA PERLA,2,BV00001979|BV00013735,731.5|749.0,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,480 ≤ 2,000)."", ""Retirar/absorber códigos: BV00001979, BV00013735."", ""Insertar 1 punto consolidado en el centroide (lat=-12.071745, lon=-77.108692).""]"
1507,-11.994338500000001,-77.09060500000001,agente,NEW_AGENTE_01507,1484.0,LIMA,LIMA,SAN MARTIN DE PORRES,2,BV00001000|BV00008954,734.0|750.0,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,484 ≤ 2,000)."", ""Retirar/absorber códigos: BV00001000, BV00008954."", ""Insertar 1 punto consolidado en el centroide (lat=-11.994339, lon=-77.090605).""]"
1508,-11.859352999999999,-77.07446250000001,agente,NEW_AGENTE_01508,1499.0,LIMA,LIMA,PUENTE PIEDRA,2,BV00017497|BV00008583,735.0|764.0,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,499 ≤ 2,000)."", ""Retirar/absorber códigos: BV00017497, BV00008583."", ""Insertar 1 punto consolidado en el centroide (lat=-11.859353, lon=-77.074463).""]"
1509,-12.030758,-76.9273485,agente,NEW_AGENTE_01509,1670.5,LIMA,LIMA,ATE,2,BV00005514|BV00006350,736.5|934.0,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,670 ≤ 2,000)."", ""Retirar/absorber códigos: BV00005514, BV00006350."", ""Insertar 1 punto consolidado en el centroide (lat=-12.030758, lon=-76.927348).""]"
1510,-13.7151325,-76.1488675,agente,NEW_AGENTE_01510,1576.5,ICA,PISCO,TUPAC AMARU INCA,2,BV00012152|BV00014221,736.5|840.0,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,576 ≤ 2,000)."", ""Retirar/absorber códigos: BV00012152, BV00014221."", ""Insertar 1 punto consolidado en el centroide (lat=-13.715132, lon=-76.148867).""]"
1511,-11.850985999999999,-77.0916205,agente,NEW_AGENTE_01511,1634.5,LIMA,LIMA,PUENTE PIEDRA,2,BV00014996|BV00013592,737.0|897.5,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,634 ≤ 2,000)."", ""Retirar/absorber códigos: BV00014996, BV00013592."", ""Insertar 1 punto consolidado en el centroide (lat=-11.850986, lon=-77.091621).""]"
1512,-9.929162,-76.24316999999999,agente,NEW_AGENTE_01512,1489.0,HUANUCO,HUANUCO,HUANUCO,2,BV00010668|BV00000910,737.0|752.0,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,489 ≤ 2,000)."", ""Retirar/absorber códigos: BV00010668, BV00000910."", ""Insertar 1 punto consolidado en el centroide (lat=-9.929162, lon=-76.243170).""]"
1513,-12.033947000000001,-75.23164650000001,agente,NEW_AGENTE_01513,1925.0,JUNIN,HUANCAYO,EL TAMBO,2,BV00013961|BV00005563,737.0|1188.0,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,925 ≤ 2,000)."", ""Retirar/absorber códigos: BV00013961, BV00005563."", ""Insertar 1 punto consolidado en el centroide (lat=-12.033947, lon=-75.231647).""]"
1514,-5.987689,-79.74632650000001,agente,NEW_AGENTE_01514,1745.0,LAMBAYEQUE,LAMBAYEQUE,OLMOS,2,BV00012172|BV00000555,739.5|1005.5,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,745 ≤ 2,000)."", ""Retirar/absorber códigos: BV00012172, BV00000555."", ""Insertar 1 punto consolidado en el centroide (lat=-5.987689, lon=-79.746327).""]"
1515,-12.157351,-76.993908,agente,NEW_AGENTE_01515,1572.5,LIMA,LIMA,SANTIAGO DE SURCO,2,BV00010714|BV00004173,741.5|831.0,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,572 ≤ 2,000)."", ""Retirar/absorber códigos: BV00010714, BV00004173."", ""Insertar 1 punto consolidado en el centroide (lat=-12.157351, lon=-76.993908).""]"
1516,-11.941974,-77.066469,agente,NEW_AGENTE_01516,1505.5,LIMA,LIMA,COMAS,2,BV00016375|BV00003300,742.0|763.5,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,506 ≤ 2,000)."", ""Retirar/absorber códigos: BV00016375, BV00003300."", ""Insertar 1 punto consolidado en el centroide (lat=-11.941974, lon=-77.066469).""]"
1517,-6.765928499999999,-79.83122650000001,agente,NEW_AGENTE_01517,1890.0,LAMBAYEQUE,CHICLAYO,CHICLAYO,2,BV00014075|BV00006415,742.5|1147.5,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,890 ≤ 2,000)."", ""Retirar/absorber códigos: BV00014075, BV00006415."", ""Insertar 1 punto consolidado en el centroide (lat=-6.765928, lon=-79.831227).""]"
1518,-11.9407435,-77.09104500000001,agente,NEW_AGENTE_01518,1821.5,LIMA,LIMA,PUENTE PIEDRA,2,BV00015363|BV00014017,742.5|1079.0,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,822 ≤ 2,000)."", ""Retirar/absorber códigos: BV00015363, BV00014017."", ""Insertar 1 punto consolidado en el centroide (lat=-11.940743, lon=-77.091045).""]"
1519,-11.9190465,-75.31334799999999,agente,NEW_AGENTE_01519,1587.0,JUNIN,CONCEPCION,CONCEPCION,2,BV00015620|BV00015424,744.0|843.0,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,587 ≤ 2,000)."", ""Retirar/absorber códigos: BV00015620, BV00015424."", ""Insertar 1 punto consolidado en el centroide (lat=-11.919047, lon=-75.313348).""]"
1520,-12.054021500000001,-77.03701699999999,agente,NEW_AGENTE_01520,1495.5,LIMA,LIMA,CERCADO DE LIMA,2,BV00001212|BV00010078,744.5|751.0,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,496 ≤ 2,000)."", ""Retirar/absorber códigos: BV00001212, BV00010078."", ""Insertar 1 punto consolidado en el centroide (lat=-12.054022, lon=-77.037017).""]"
1521,-12.1976435,-76.9797315,agente,NEW_AGENTE_01521,1526.5,LIMA,LIMA,CHORRILLOS,2,BV00014028|BV00016432,748.5|778.0,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,526 ≤ 2,000)."", ""Retirar/absorber códigos: BV00014028, BV00016432."", ""Insertar 1 punto consolidado en el centroide (lat=-12.197643, lon=-76.979731).""]"
1522,-6.63837,-79.7925995,agente,NEW_AGENTE_01522,1657.5,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,2,BV00007806|BV00007810,750.0|907.5,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,658 ≤ 2,000)."", ""Retirar/absorber códigos: BV00007806, BV00007810."", ""Insertar 1 punto consolidado en el centroide (lat=-6.638370, lon=-79.792599).""]"
1523,-13.524246999999999,-71.9821515,agente,NEW_AGENTE_01523,1670.0,CUSCO,CUSCO,SANTIAGO,2,BV00014336|BV00008837,751.5|918.5,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,670 ≤ 2,000)."", ""Retirar/absorber códigos: BV00014336, BV00008837."", ""Insertar 1 punto consolidado en el centroide (lat=-13.524247, lon=-71.982152).""]"
1524,-5.7078515,-78.8075,agente,NEW_AGENTE_01524,1611.0,CAJAMARCA,JAEN,JAEN,2,BV00008227|BV00012465,752.0|859.0,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,611 ≤ 2,000)."", ""Retirar/absorber códigos: BV00008227, BV00012465."", ""Insertar 1 punto consolidado en el centroide (lat=-5.707852, lon=-78.807500).""]"
1525,-6.37709255,-78.816669,agente,NEW_AGENTE_01525,1520.0,CAJAMARCA,CUTERVO,CUTERVO,2,BV00015510|BV00016880,752.0|768.0,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,520 ≤ 2,000)."", ""Retirar/absorber códigos: BV00015510, BV00016880."", ""Insertar 1 punto consolidado en el centroide (lat=-6.377093, lon=-78.816669).""]"
1526,-13.1584505,-74.22583,agente,NEW_AGENTE_01526,1617.5,AYACUCHO,HUAMANGA,AYACUCHO,2,BV00010179|BV00008086,752.0|865.5,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,618 ≤ 2,000)."", ""Retirar/absorber códigos: BV00010179, BV00008086."", ""Insertar 1 punto consolidado en el centroide (lat=-13.158451, lon=-74.225830).""]"
1527,-13.416325,-76.1337145,agente,NEW_AGENTE_01527,1585.5,ICA,CHINCHA,CHINCHA ALTA,2,BV00014695|BV00001352,753.0|832.5,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,586 ≤ 2,000)."", ""Retirar/absorber códigos: BV00014695, BV00001352."", ""Insertar 1 punto consolidado en el centroide (lat=-13.416325, lon=-76.133714).""]"
1528,-9.9238335,-76.242519,agente,NEW_AGENTE_01528,1563.5,HUANUCO,HUANUCO,HUANUCO,2,BV00009930|BV00016488,757.0|806.5,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,564 ≤ 2,000)."", ""Retirar/absorber códigos: BV00009930, BV00016488."", ""Insertar 1 punto consolidado en el centroide (lat=-9.923834, lon=-76.242519).""]"
1529,-11.493491,-77.204715,agente,NEW_AGENTE_01529,1550.0,LIMA,HUARAL,HUARAL,2,BV00015446|BV00001955,759.5|790.5,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,550 ≤ 2,000)."", ""Retirar/absorber códigos: BV00015446, BV00001955."", ""Insertar 1 punto consolidado en el centroide (lat=-11.493491, lon=-77.204715).""]"
1530,-12.161562499999999,-76.94430750000001,agente,NEW_AGENTE_01530,1591.0,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,2,BV00004219|BV00001966,760.0|831.0,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,591 ≤ 2,000)."", ""Retirar/absorber códigos: BV00004219, BV00001966."", ""Insertar 1 punto consolidado en el centroide (lat=-12.161562, lon=-76.944308).""]"
1531,-12.045034999999999,-77.06300350000001,agente,NEW_AGENTE_01531,1525.0,LIMA,LIMA,CERCADO DE LIMA,2,BV00008038|BV00003574,760.5|764.5,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,525 ≤ 2,000)."", ""Retirar/absorber códigos: BV00008038, BV00003574."", ""Insertar 1 punto consolidado en el centroide (lat=-12.045035, lon=-77.063004).""]"
1532,-12.2125,-76.93517600000001,agente,NEW_AGENTE_01532,1566.5,LIMA,LIMA,VILLA EL SALVADOR,2,BV00007191|BV00016528,762.5|804.0,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,566 ≤ 2,000)."", ""Retirar/absorber códigos: BV00007191, BV00016528."", ""Insertar 1 punto consolidado en el centroide (lat=-12.212500, lon=-76.935176).""]"
1533,-11.9490935,-76.991209,agente,NEW_AGENTE_01533,1560.5,LIMA,LIMA,SAN JUAN DE LURIGANCHO,2,BV00010994|BV00009435,763.0|797.5,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,560 ≤ 2,000)."", ""Retirar/absorber códigos: BV00010994, BV00009435."", ""Insertar 1 punto consolidado en el centroide (lat=-11.949094, lon=-76.991209).""]"
1534,-11.929717499999999,-77.043143,agente,NEW_AGENTE_01534,1847.5,LIMA,LIMA,COMAS,2,BV00010980|BV00010646,765.0|1082.5,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,848 ≤ 2,000)."", ""Retirar/absorber códigos: BV00010980, BV00010646."", ""Insertar 1 punto consolidado en el centroide (lat=-11.929717, lon=-77.043143).""]"
1535,-8.640415,-74.963979,agente,NEW_AGENTE_01535,1811.0,UCAYALI,PADRE ABAD,NESHUYA,2,BV00013567|BV00008769,765.5|1045.5,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,811 ≤ 2,000)."", ""Retirar/absorber códigos: BV00013567, BV00008769."", ""Insertar 1 punto consolidado en el centroide (lat=-8.640415, lon=-74.963979).""]"
1536,-11.973789,-77.003195,agente,NEW_AGENTE_01536,1548.5,LIMA,LIMA,SAN JUAN DE LURIGANCHO,2,BV00015800|BV00010491,765.5|783.0,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,548 ≤ 2,000)."", ""Retirar/absorber códigos: BV00015800, BV00010491."", ""Insertar 1 punto consolidado en el centroide (lat=-11.973789, lon=-77.003195).""]"
1537,-11.8291585,-77.1018585,agente,NEW_AGENTE_01537,1574.5,LIMA,LIMA,PUENTE PIEDRA,2,BV00005720|BV00002921,766.5|808.0,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,574 ≤ 2,000)."", ""Retirar/absorber códigos: BV00005720, BV00002921."", ""Insertar 1 punto consolidado en el centroide (lat=-11.829159, lon=-77.101859).""]"
1538,-12.022835,-77.007976,agente,NEW_AGENTE_01538,1614.5,LIMA,LIMA,SAN JUAN DE LURIGANCHO,2,BV00016697|BV00016563,767.5|847.0,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,614 ≤ 2,000)."", ""Retirar/absorber códigos: BV00016697, BV00016563."", ""Insertar 1 punto consolidado en el centroide (lat=-12.022835, lon=-77.007976).""]"
1539,-11.929800499999999,-77.0803115,agente,NEW_AGENTE_01539,1547.5,LIMA,LIMA,PUENTE PIEDRA,2,BV00013780|BV00001563,767.5|780.0,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,548 ≤ 2,000)."", ""Retirar/absorber códigos: BV00013780, BV00001563."", ""Insertar 1 punto consolidado en el centroide (lat=-11.929800, lon=-77.080311).""]"
1540,-12.0388415,-77.0682365,agente,NEW_AGENTE_01540,1614.5,LIMA,LIMA,CERCADO DE LIMA,2,BV00000831|BV00008036,767.5|847.0,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,614 ≤ 2,000)."", ""Retirar/absorber códigos: BV00000831, BV00008036."", ""Insertar 1 punto consolidado en el centroide (lat=-12.038842, lon=-77.068236).""]"
1541,-11.860303,-77.08012500000001,agente,NEW_AGENTE_01541,1863.5,LIMA,LIMA,PUENTE PIEDRA,2,BV00014917|BV00009903,769.0|1094.5,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,864 ≤ 2,000)."", ""Retirar/absorber códigos: BV00014917, BV00009903."", ""Insertar 1 punto consolidado en el centroide (lat=-11.860303, lon=-77.080125).""]"
1542,-12.000419,-77.085594,agente,NEW_AGENTE_01542,1586.0,LIMA,LIMA,SAN MARTIN DE PORRES,2,BV00007618|BV00005266,770.5|815.5,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,586 ≤ 2,000)."", ""Retirar/absorber códigos: BV00007618, BV00005266."", ""Insertar 1 punto consolidado en el centroide (lat=-12.000419, lon=-77.085594).""]"
1543,-14.7914025,-71.410159,agente,NEW_AGENTE_01543,1550.0,CUSCO,ESPINAR,ESPINAR,2,BV00014581|BV00009775,772.0|778.0,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,550 ≤ 2,000)."", ""Retirar/absorber códigos: BV00014581, BV00009775."", ""Insertar 1 punto consolidado en el centroide (lat=-14.791403, lon=-71.410159).""]"
1544,-12.0507715,-76.97643550000001,agente,NEW_AGENTE_01544,1596.0,LIMA,LIMA,SANTA ANITA,2,BV00005647|BV00007148,773.5|822.5,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,596 ≤ 2,000)."", ""Retirar/absorber códigos: BV00005647, BV00007148."", ""Insertar 1 punto consolidado en el centroide (lat=-12.050771, lon=-76.976436).""]"
1545,-12.070127,-75.21235949999999,agente,NEW_AGENTE_01545,1582.0,JUNIN,HUANCAYO,HUANCAYO,2,BV00017202|BV00007200,774.5|807.5,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,582 ≤ 2,000)."", ""Retirar/absorber códigos: BV00017202, BV00007200."", ""Insertar 1 punto consolidado en el centroide (lat=-12.070127, lon=-75.212359).""]"
1546,-12.0583825,-77.04373749999999,agente,NEW_AGENTE_01546,1562.0,LIMA,LIMA,BREÑA,2,BV00002490|BV00014833,775.5|786.5,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,562 ≤ 2,000)."", ""Retirar/absorber códigos: BV00002490, BV00014833."", ""Insertar 1 punto consolidado en el centroide (lat=-12.058383, lon=-77.043737).""]"
1547,-11.943538499999999,-77.073261,agente,NEW_AGENTE_01547,1559.0,LIMA,LIMA,COMAS,2,BV00015012|BV00015636,775.5|783.5,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,559 ≤ 2,000)."", ""Retirar/absorber códigos: BV00015012, BV00015636."", ""Insertar 1 punto consolidado en el centroide (lat=-11.943538, lon=-77.073261).""]"
1548,-5.244199999999999,-80.65571299999999,agente,NEW_AGENTE_01548,1606.0,PIURA,PIURA,CATACAOS,2,BV00013640|BV00008339,775.5|830.5,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,606 ≤ 2,000)."", ""Retirar/absorber códigos: BV00013640, BV00008339."", ""Insertar 1 punto consolidado en el centroide (lat=-5.244200, lon=-80.655713).""]"
1549,-11.992791,-77.12645,agente,NEW_AGENTE_01549,1869.5,CALLAO,CALLAO,CALLAO,2,BV00001721|BV00002372,777.0|1092.5,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,870 ≤ 2,000)."", ""Retirar/absorber códigos: BV00001721, BV00002372."", ""Insertar 1 punto consolidado en el centroide (lat=-11.992791, lon=-77.126450).""]"
1550,-12.050312,-77.0464635,agente,NEW_AGENTE_01550,1584.0,LIMA,LIMA,CERCADO DE LIMA,2,BV00007028|BV00005846,779.0|805.0,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,584 ≤ 2,000)."", ""Retirar/absorber códigos: BV00007028, BV00005846."", ""Insertar 1 punto consolidado en el centroide (lat=-12.050312, lon=-77.046464).""]"
1551,-11.941548000000001,-77.03932750000001,agente,NEW_AGENTE_01551,1624.5,LIMA,LIMA,COMAS,2,BV00001215|BV00015559,780.0|844.5,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,624 ≤ 2,000)."", ""Retirar/absorber códigos: BV00001215, BV00015559."", ""Insertar 1 punto consolidado en el centroide (lat=-11.941548, lon=-77.039328).""]"
1552,-11.9946735,-77.054484,agente,NEW_AGENTE_01552,1581.0,LIMA,LIMA,INDEPENDENCIA,2,BV00004354|BV00004977,781.0|800.0,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,581 ≤ 2,000)."", ""Retirar/absorber códigos: BV00004354, BV00004977."", ""Insertar 1 punto consolidado en el centroide (lat=-11.994673, lon=-77.054484).""]"
1553,-12.168917,-77.000772,agente,NEW_AGENTE_01553,1811.0,LIMA,LIMA,CHORRILLOS,2,BV00009540|BV00002406,781.5|1029.5,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,811 ≤ 2,000)."", ""Retirar/absorber códigos: BV00009540, BV00002406."", ""Insertar 1 punto consolidado en el centroide (lat=-12.168917, lon=-77.000772).""]"
1554,-9.298527,-76.000203,agente,NEW_AGENTE_01554,1756.5,HUANUCO,LEONCIO PRADO,RUPA-RUPA,2,BV00008595|BV00009971,782.0|974.5,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,756 ≤ 2,000)."", ""Retirar/absorber códigos: BV00008595, BV00009971."", ""Insertar 1 punto consolidado en el centroide (lat=-9.298527, lon=-76.000203).""]"
1555,-12.055948,-77.0735815,agente,NEW_AGENTE_01555,1664.0,LIMA,LIMA,CERCADO DE LIMA,2,BV00001232|BV00002802,782.5|881.5,"[""Consolidar 2 puntos de canal 'agente' por baja transaccionalidad (total=1,664 ≤ 2,000)."", ""Retirar/absorber códigos: BV00001232, BV00002802."", ""Insertar 1 punto consolidado en el centroide (lat=-12.055948, lon=-77.073582).""]"
